Islas;Nivel educativo;Sexo;Ocupación;Nacionalidad;Periodo;Total
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Hombres;No consta;Española;2022;204
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Hombres;No consta;Española;2021;152
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Hombres;No consta;Extranjera;2022;19
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Hombres;No consta;Extranjera;2021;11
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Total;2022;3.489
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Total;2021;3.331
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Española;2022;3.127
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Española;2021;3.000
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Extranjera;2022;362
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;Total;Extranjera;2021;331
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Total;2022;61
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Total;2021;61
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Española;2022;53
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Española;2021;55
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Extranjera;2022;8
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;1 Directores y gerentes;Extranjera;2021;6
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;130
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;114
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;119
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;99
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;11
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;15
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2022;259
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2021;218
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2022;230
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2021;201
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2022;29
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2021;17
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;331
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;294
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;304
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;272
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;27
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;22
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;1.895
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;1.848
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;1.713
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;1.669
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;182
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;179
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;61
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;55
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;57
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;52
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;4
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;3
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;50
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;61
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;46
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;54
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;4
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;7
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;44
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;49
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;42
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;48
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;2
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;1
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Total;2022;509
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Total;2021;519
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Española;2022;442
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Española;2021;454
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Extranjera;2022;67
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;9 Ocupaciones elementales;Extranjera;2021;65
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Total;2022;149
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Total;2021;112
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Española;2022;121
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Española;2021;96
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Extranjera;2022;28
Palma, La;Segunda etapa de educación secundaria y educación postsecundaria no superior;Mujeres;No consta;Extranjera;2021;16
Palma, La;Educación superior;Total;Total;Total;2022;14.573
Palma, La;Educación superior;Total;Total;Total;2021;13.778
Palma, La;Educación superior;Total;Total;Española;2022;13.748
Palma, La;Educación superior;Total;Total;Española;2021;13.018
Palma, La;Educación superior;Total;Total;Extranjera;2022;825
Palma, La;Educación superior;Total;Total;Extranjera;2021;760
Palma, La;Educación superior;Total;1 Directores y gerentes;Total;2022;584
Palma, La;Educación superior;Total;1 Directores y gerentes;Total;2021;583
Palma, La;Educación superior;Total;1 Directores y gerentes;Española;2022;514
Palma, La;Educación superior;Total;1 Directores y gerentes;Española;2021;523
Palma, La;Educación superior;Total;1 Directores y gerentes;Extranjera;2022;70
Palma, La;Educación superior;Total;1 Directores y gerentes;Extranjera;2021;60
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;5.198
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;4.730
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;4.998
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;4.553
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;200
Palma, La;Educación superior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;177
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Total;2022;1.709
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Total;2021;1.637
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Española;2022;1.626
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Española;2021;1.558
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2022;83
Palma, La;Educación superior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2021;79
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;1.619
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;1.622
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;1.565
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;1.572
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;54
Palma, La;Educación superior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;50
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;2.843
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;2.780
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;2.626
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;2.582
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;217
Palma, La;Educación superior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;198
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;290
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;278
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;265
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;256
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;25
Palma, La;Educación superior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;22
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;658
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;704
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;616
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;660
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;42
Palma, La;Educación superior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;44
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;278
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;264
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;271
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;256
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;7
Palma, La;Educación superior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;8
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Total;2022;794
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Total;2021;822
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Española;2022;705
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Española;2021;728
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Extranjera;2022;89
Palma, La;Educación superior;Total;9 Ocupaciones elementales;Extranjera;2021;94
Palma, La;Educación superior;Total;No consta;Total;2022;600
Palma, La;Educación superior;Total;No consta;Total;2021;358
Palma, La;Educación superior;Total;No consta;Española;2022;562
Palma, La;Educación superior;Total;No consta;Española;2021;330
Palma, La;Educación superior;Total;No consta;Extranjera;2022;38
Palma, La;Educación superior;Total;No consta;Extranjera;2021;28
Palma, La;Educación superior;Hombres;Total;Total;2022;6.634
Palma, La;Educación superior;Hombres;Total;Total;2021;6.282
Palma, La;Educación superior;Hombres;Total;Española;2022;6.232
Palma, La;Educación superior;Hombres;Total;Española;2021;5.914
Palma, La;Educación superior;Hombres;Total;Extranjera;2022;402
Palma, La;Educación superior;Hombres;Total;Extranjera;2021;368
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Total;2022;381
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Total;2021;372
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Española;2022;331
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Española;2021;328
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Extranjera;2022;50
Palma, La;Educación superior;Hombres;1 Directores y gerentes;Extranjera;2021;44
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;2.043
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;1.873
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;1.949
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;1.793
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;94
Palma, La;Educación superior;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;80
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Total;2022;900
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Total;2021;855
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Española;2022;858
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Española;2021;816
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2022;42
Palma, La;Educación superior;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2021;39
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;412
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;403
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;395
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;384
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;17
Palma, La;Educación superior;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;19
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;1.084
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;1.058
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;1.002
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;980
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;82
Palma, La;Educación superior;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;78
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;227
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;215
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;213
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;202
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;14
Palma, La;Educación superior;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;13
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;598
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;630
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;562
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;594
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;36
Palma, La;Educación superior;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;36
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;249
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;232
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;242
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;225
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;7
Palma, La;Educación superior;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;7
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Total;2022;435
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Total;2021;434
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Española;2022;395
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Española;2021;395
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Extranjera;2022;40
Palma, La;Educación superior;Hombres;9 Ocupaciones elementales;Extranjera;2021;39
Palma, La;Educación superior;Hombres;No consta;Total;2022;305
Palma, La;Educación superior;Hombres;No consta;Total;2021;210
Palma, La;Educación superior;Hombres;No consta;Española;2022;285
Palma, La;Educación superior;Hombres;No consta;Española;2021;197
Palma, La;Educación superior;Hombres;No consta;Extranjera;2022;20
Palma, La;Educación superior;Hombres;No consta;Extranjera;2021;13
Palma, La;Educación superior;Mujeres;Total;Total;2022;7.939
Palma, La;Educación superior;Mujeres;Total;Total;2021;7.496
Palma, La;Educación superior;Mujeres;Total;Española;2022;7.516
Palma, La;Educación superior;Mujeres;Total;Española;2021;7.104
Palma, La;Educación superior;Mujeres;Total;Extranjera;2022;423
Palma, La;Educación superior;Mujeres;Total;Extranjera;2021;392
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Total;2022;203
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Total;2021;211
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Española;2022;183
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Española;2021;195
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Extranjera;2022;20
Palma, La;Educación superior;Mujeres;1 Directores y gerentes;Extranjera;2021;16
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;3.155
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;2.857
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;3.049
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;2.760
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;106
Palma, La;Educación superior;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;97
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2022;809
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Total;2021;782
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2022;768
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Española;2021;742
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2022;41
Palma, La;Educación superior;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2021;40
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;1.207
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;1.219
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;1.170
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;1.188
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;37
Palma, La;Educación superior;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;31
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;1.759
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;1.722
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;1.624
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;1.602
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;135
Palma, La;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;120
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;63
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;63
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;52
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;54
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;11
Palma, La;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;9
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;60
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;74
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;54
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;66
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;6
Palma, La;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;8
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;29
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;32
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;29
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;31
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;0
Palma, La;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;1
Palma, La;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2022;359
Palma, La;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2021;388
Palma, La;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2022;310
Palma, La;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2021;333
